/////	--LOCALE TABLE GENERATED BY TempResearchCombiner.py--
//	--        UPGRADES        --
filerange 15934 17093
rangestart 15934 17093
/////	--        HIIGARAN        --
16738	Cloak Power: Level 1
16739	1/3 Cloak Power
16740	<b>Effect</b>\n<c=41af41>+100% cloak power</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 35 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nCloak Generator</c>
16741	Cloak Power: Level 2
16742	2/3 Cloak Power
16743	<b>Effect</b>\n<c=41af41>+100% cloak power</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 45 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nCloak Generator</c>
16744	Cloak Power: Level 3
16745	3/3 Cloak Power
16746	<b>Effect</b>\n<c=41af41>+100% cloak power</c>\n<c=9d9ddf>Cost: 5600 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nCloak Generator</c>
16747	Hyperspace Time: Level 1
16748	1/3 Hyperspace Time
16749	<b>Effect</b>\n<c=41af41>-30% hyperspace time</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16750	Hyperspace Time: Level 2
16751	2/3 Hyperspace Time
16752	<b>Effect</b>\n<c=41af41>-30% hyperspace time</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16753	Hyperspace Time: Level 3
16754	3/3 Hyperspace Time
16755	<b>Effect</b>\n<c=41af41>-30% hyperspace time</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16756	Hyperspace Damage: Level 1
16757	1/3 Hyperspace Damage
16758	<b>Effect</b>\n<c=41af41>-20% hyperspace damage</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 45 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16759	Hyperspace Damage: Level 2
16760	2/3 Hyperspace Damage
16761	<b>Effect</b>\n<c=41af41>-20% hyperspace damage</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16762	Hyperspace Damage: Level 3
16763	3/3 Hyperspace Damage
16764	<b>Effect</b>\n<c=41af41>-20% hyperspace damage</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 65 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16765	Hyperspace Recovery: Level 1
16766	1/3 Hyperspace Recovery
16767	<b>Effect</b>\n<c=41af41>-30% hyperspace recovery time</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16768	Hyperspace Recovery: Level 2
16769	2/3 Hyperspace Recovery
16770	<b>Effect</b>\n<c=41af41>-30% hyperspace recovery time</c>\n<c=9d9ddf>Cost: 2400 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16771	Hyperspace Recovery: Level 3
16772	3/3 Hyperspace Recovery
16773	<b>Effect</b>\n<c=41af41>-30% hyperspace recovery time</c>\n<c=9d9ddf>Cost: 4800 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16774	Hyperspace Cost: Level 1
16775	1/3 Hyperspace Cost
16776	<b>Effect</b>\n<c=41af41>-20% hyperspace cost</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16777	Hyperspace Cost: Level 2
16778	2/3 Hyperspace Cost
16779	<b>Effect</b>\n<c=41af41>-20% hyperspace cost</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 65 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16780	Hyperspace Cost: Level 3
16781	3/3 Hyperspace Cost
16782	<b>Effect</b>\n<c=41af41>-20% hyperspace cost</c>\n<c=9d9ddf>Cost: 5600 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16783	Capture Speed: Level 1
16784	1/3 Infiltrator Capture
16785	<b>Effect</b>\n<c=41af41>+10% capture speed</c>\n<c=9d9ddf>Cost: 750 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division</c>
16786	Capture Speed: Level 2
16787	2/3 Infiltrator Capture
16788	<b>Effect</b>\n<c=41af41>+10% capture speed</c>\n<c=9d9ddf>Cost: 1500 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division</c>
16789	Capture Speed: Level 3
16790	3/3 Infiltrator Capture
16791	<b>Effect</b>\n<c=41af41>+10% capture speed</c>\n<c=9d9ddf>Cost: 3000 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division</c>
16792	Platform Health: Level 1
16793	1/3 Platform Health
16794	<b>Effect</b>\n<c=41af41>+30% Platform health</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nDefense Control Tower</c>
16795	Platform Health: Level 2
16796	2/3 Platform Health
16797	<b>Effect</b>\n<c=41af41>+30% Platform health</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nDefense Control Tower</c>
16798	Platform Health: Level 3
16799	3/3 Platform Health
16800	<b>Effect</b>\n<c=41af41>+40% Platform health</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nDefense Control Tower</c>
16801	Platform Weapon Accuracy: Level 1
16802	1/3 Platform Accuracy
16803	<b>Effect</b>\n<c=41af41>+10% Platform weapon accuracy</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 90 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nFire Control Tower</c>
16804	Platform Weapon Accuracy: Level 2
16805	2/3 Platform Accuracy
16806	<b>Effect</b>\n<c=41af41>+10% Platform weapon accuracy</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 135 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nFire Control Tower</c>
16807	Platform Weapon Accuracy: Level 3
16808	3/3 Platform Accuracy
16809	<b>Effect</b>\n<c=41af41>+10% Platform weapon accuracy</c>\n<c=9d9ddf>Cost: 3600 RUs\nTime: 180 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nFire Control Tower</c>
16810	Platform Weapon Damage: Level 1
16811	1/3 Platform Damage
16812	<b>Effect</b>\n<c=41af41>+20% Platform weapon damage</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 100 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nFire Control Tower</c>
16813	Platform Weapon Damage: Level 2
16814	2/3 Platform Damage
16815	<b>Effect</b>\n<c=41af41>+20% Platform weapon damage</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 150 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nFire Control Tower</c>
16816	Platform Weapon Damage: Level 3
16817	3/3 Platform Damage
16818	<b>Effect</b>\n<c=41af41>+20% Platform weapon damage</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 200 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nFire Control Tower</c>
16819	Platform Auto-Repair: Level 1
16820	1/3 Platform Repair
16821	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 1100 RUs\nTime: 110 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nRepair System</c>
16822	Platform Auto-Repair: Level 2
16823	2/3 Platform Repair
16824	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 2200 RUs\nTime: 165 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nRepair System</c>
16825	Platform Auto-Repair: Level 3
16826	3/3 Platform Repair
16827	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 4400 RUs\nTime: 220 s</c>\n<b>Requires:</b>\n<c=e7bd59>Platform Control Module\nResearch Division\nRepair System</c>
16828	Utility Speed: Level 1
16829	1/3 Utility Speed
16830	<b>Effect</b>\n<c=41af41>+15% Utility speed</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDrive System</c>
16831	Utility Speed: Level 2
16832	2/3 Utility Speed
16833	<b>Effect</b>\n<c=41af41>+15% Utility speed</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 105 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDrive System</c>
16834	Utility Speed: Level 3
16835	3/3 Utility Speed
16836	<b>Effect</b>\n<c=41af41>+15% Utility speed</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDrive System</c>
16837	Utility Health: Level 1
16838	1/3 Utility Health
16839	<b>Effect</b>\n<c=41af41>+30% Utility health</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16840	Utility Health: Level 2
16841	2/3 Utility Health
16842	<b>Effect</b>\n<c=41af41>+30% Utility health</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16843	Utility Health: Level 3
16844	3/3 Utility Health
16845	<b>Effect</b>\n<c=41af41>+40% Utility health</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16846	Drop-Off: Level 1
16847	1/3 Collector Drop-Off
16848	<b>Effect</b>\n<c=41af41>+25% RUs drop-off</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16849	Drop-Off: Level 2
16850	2/3 Collector Drop-Off
16851	<b>Effect</b>\n<c=41af41>+25% RUs drop-off</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16852	Drop-Off: Level 3
16853	3/3 Collector Drop-Off
16854	<b>Effect</b>\n<c=41af41>+30% RUs drop-off</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16855	Storage: Level 1
16856	1/3 Collector Storage
16857	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16858	Storage: Level 2
16859	2/3 Collector Storage
16860	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16861	Storage: Level 3
16862	3/3 Collector Storage
16863	<b>Effect</b>\n<c=41af41>+30% RUs load</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16864	Harvest: Level 1
16865	1/3 Collector Harvest
16866	<b>Effect</b>\n<c=41af41>+25% RUs harvest</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16867	Harvest: Level 2
16868	2/3 Collector Harvest
16869	<b>Effect</b>\n<c=41af41>+25% RUs harvest</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16870	Harvest: Level 3
16871	3/3 Collector Harvest
16872	<b>Effect</b>\n<c=41af41>+30% RUs harvest</c>\n<c=9d9ddf>Cost: 2100 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHarvest Control Module</c>
16882	Mining: Level 1
16883	1/3 Collector Mining
16884	<b>Effect</b>\n<c=41af41>+25% RUs mining</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16885	Mining: Level 2
16886	2/3 Collector Mining
16887	<b>Effect</b>\n<c=41af41>+25% RUs mining</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16888	Mining: Level 3
16889	3/3 Collector Mining
16890	<b>Effect</b>\n<c=41af41>+30% RUs mining</c>\n<c=9d9ddf>Cost: 2100 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16891	Barge Offload Rate: Level 1
16892	1/3 Container Drop-Off
16893	<b>Effect</b>\n<c=41af41>+25% RUs drop-off</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16894	Barge Offload Rate: Level 2
16895	2/3 Container Drop-Off
16896	<b>Effect</b>\n<c=41af41>+25% RUs drop-off</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16897	Barge Drop-Off: Level 3
16898	3/3 Container Drop-Off
16899	<b>Effect</b>\n<c=41af41>+30% RUs drop-off</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16900	Barge Storage Capacity: Level 1
16901	1/3 Container Load
16902	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16903	Barge Storage Capacity: Level 2
16904	2/3 Container Load
16905	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16906	Barge Storage Capacity: Level 3
16907	3/3 Container Load
16908	<b>Effect</b>\n<c=41af41>+30% RUs load</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16909	Barge Loading Rate: Level 1
16910	1/3 Container Store
16911	<b>Effect</b>\n<c=41af41>+25% RUs store</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16912	Barge Loading Rate: Level 2
16913	2/3 Barge Loader
16914	<b>Effect</b>\n<c=41af41>+25% RUs store</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16915	Barge Loading Rate: Level 3
16916	3/3 Barge Loader
16917	<b>Effect</b>\n<c=41af41>+30% RUs store</c>\n<c=9d9ddf>Cost: 2100 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nMining Base</c>
16918	Convoy Trade: Level 1
16919	1/3 Convoy Trade
16920	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16921	Convoy Trade: Level 2
16922	2/3 Convoy Trade
16923	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16924	Convoy Trade: Level 3
16925	3/3 Convoy Trade
16926	<b>Effect</b>\n<c=41af41>+25% RUs load</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16927	Module SubSystem Health: Level 1
16928	1/3 Module Health
16929	<b>Effect</b>\n<c=41af41>+30% health</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16930	Module SubSystem Health: Level 2
16931	2/3 Module Health
16932	<b>Effect</b>\n<c=41af41>+30% health</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16933	Module SubSystem Health: Level 3
16934	3/3 Module Health
16935	<b>Effect</b>\n<c=41af41>+30% health</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16936	Special Subsystem Health: Level 1
16937	1/3 Special Health
16938	<b>Effect</b>\n<c=41af41>+30% health</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16939	Special Subsystem Health: Level 2
16940	2/3 Special Health
16941	<b>Effect</b>\n<c=41af41>+30% health</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 105 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16942	Special Subsystem Health: Level 3
16943	3/3 Special Health
16944	<b>Effect</b>\n<c=41af41>+30% health</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDefense Control Tower</c>
16945	RU Fusion: Level 1
16946	1/3 RU Fusion
16947	<b>Purpose:</b> Improves the Mobile Refinery's RU Fusion rate\nFuse 20 RUs every 10 s (each Refinery)\nCost 3000 RUs\nResearch Time 85 s\n<c=9d9ddf>Cost: 3000 RUs\nTime: 85 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16948	RU Fusion: Level 2
16949	2/3 RU Fusion
16950	<b>Purpose:</b> Further improves the Mobile Refinery's RU Fusion rate\nFuse 30 RUs every 10 s (each Refinery)\nCost 6000 RUs\nResearch Time 95 s\n<c=9d9ddf>Cost: 6000 RUs\nTime: 95 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16951	RU Fusion: Level 3
16952	3/3 RU Fusion
16953	<b>Purpose:</b> Maximizes the Mobile Refinery's RU Fusion rate\nFuse 40 RUs every 10 s (each Refinery)\nCost 9000 RUs\nResearch Time 105 s\n<c=9d9ddf>Cost: 9000 RUs\nTime: 105 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16954	Maintenance Cost Level 1
16955	1/3 Maintenance cost
16956	<b>Effect</b>\n<c=41af41>-20% Maintenance cost</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRepair System</c>
16957	Maintenance Cost Level 2
16958	2/3 Maintenance cost
16959	<b>Effect</b>\n<c=41af41>-20% Maintenance cost</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 85 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRepair System</c>
16960	Maintenance Cost Level 3
16961	3/3 Maintenance cost
16962	<b>Effect</b>\n<c=41af41>-20% Maintenance cost</c>\n<c=9d9ddf>Cost: 8000 RUs\nTime: 95 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRepair System</c>
16963	Remote Monitor: Level 1
16964	1/3 Remote Monitor
16965	<b>Purpose:</b> Improves the Remote Monitor Sensor's power and refresh rate\nMonitor Level 1\n<c=9d9ddf>Cost: 1000 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16966	Remote Monitor: Level 2
16967	2/3 Remote Monitor
16968	<b>Purpose:</b> Further improves the Remote Monitor Sensor's power and refresh rate\nMonitor Level 2\n<c=9d9ddf>Cost: 2000 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16969	Remote Monitor: Level 3
16970	3/3 Remote Monitor
16971	<b>Purpose:</b> Maximizes the Remote Monitor Sensor's power and refresh rate\nMonitor Level 3\n<c=9d9ddf>Cost: 4000 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16972	Recruiting Crew: Level 1
16973	1/6 Recruiting Crew
16974	<b>Purpose:</b> Recruits personnel, allowing fleet command to recruit additional crew members\n<c=9d9ddf>Cost: 1000 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Lieutenant</c>
16975	Recruiting Crew: Level 2
16976	2/6 Recruiting Crew
16977	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional crew members\n<c=9d9ddf>Cost: 2000 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Commander</c>
16978	Recruiting Crew: Level 3
16979	3/6 Recruiting Crew
16980	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional crew members\n<c=9d9ddf>Cost: 3000 RUs\nTime: 180 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Captain</c>
16981	Recruiting Crew: Level 4
16982	4/6 Recruiting Crew
16983	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional crew members\n<c=9d9ddf>Cost: 4000 RUs\nTime: 240 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Commodore</c>
16984	Recruiting Crew: Level 5
16985	5/6 Recruiting Crew
16986	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional crew members\n<c=9d9ddf>Cost: 5000 RUs\nTime: 300 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Admiral</c>
16987	Recruiting Crew: Level 6
16988	6/6 Recruiting Crew
16989	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional crew members\n<c=9d9ddf>Cost: 6000 RUs\nTime: 360 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Fleet Admiral</c>
16990	Recruiting Officers: Level 1
16991	1/5 Recruiting Officers
16992	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional officers\n<c=9d9ddf>Cost: 2000 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Commander</c>
16993	Recruiting Officers: Level 2
16994	2/5 Recruiting Officers
16995	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional officers\n<c=9d9ddf>Cost: 4000 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Captain</c>
16996	Recruiting Officers: Level 3
16997	3/5 Recruiting Officers
16998	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional officers\n<c=9d9ddf>Cost: 6000 RUs\nTime: 210 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Commodore</c>
16999	Recruiting Officers: Level 4
17000	4/5 Recruiting Officers
17001	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional officers\n<c=9d9ddf>Cost: 8000 RUs\nTime: 280 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Admiral</c>
17002	Recruiting Officers: Level 5
17003	5/5 Recruiting Officers
17004	<b>Purpose:</b> Recruits personnel, allows fleet command to recruit additional officers\n<c=9d9ddf>Cost: 10000 RUs\nTime: 350 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nRank Fleet Admiral</c>
17005	RU Supply: Level 1
17006	1/4 RU Supply
17007	<b>Effect</b>\n<c=41af41>+10000 RU Storage</c>\n<c=9d9ddf>Cost: 3000 RUs\nTime: 30 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17008	RU Supply: Level 2
17009	2/4 RU Supply
17010	<b>Effect</b>\n<c=41af41>+20000 RU Storage</c>\n<c=9d9ddf>Cost: 6000 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17011	RU Supply: Level 3
17012	3/4 RU Supply
17013	<b>Effect</b>\n<c=41af41>+30000 RU Storage</c>\n<c=9d9ddf>Cost: 12000 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17014	RU Supply: Level 4
17015	4/4 RU Supply
17016	<b>Effect</b>\n<c=41af41>+70000 RU Storage</c>\n<c=9d9ddf>Cost: 24000 RUs\nTime: 240 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17017	Energy Production: Level 1
17018	1/10 Energy Production
17019	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17020	Energy Production: Level 2
17021	2/10 Energy Production
17022	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17023	Energy Production: Level 3
17024	3/10 Energy Production
17025	<b>Effects</b>\n<c=41af41>+4 Energy Productio\n+100 Storage Capacityn</c>\n<c=9d9ddf>Cost: 3000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17026	Energy Production: Level 4
17027	4/10 Energy Production
17028	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17029	Energy Production: Level 5
17030	5/10 Energy Production
17031	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 5000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17032	Energy Production: Level 6
17033	6/10 Energy Production
17034	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 6000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17035	Energy Production: Level 7
17036	7/10 Energy Production
17037	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 7000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17038	Energy Production: Level 8
17039	8/10 Energy Production
17040	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 8000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17041	Energy Production: Level 9
17042	9/10 Energy Production
